ת״ז,מגדר,גיל,לאום,הגדרה דתית,סוג חיבור האינטרנט,ספק האינטרנט,השכלה,הכנסה למשק בית,הכנסה מעל או מתחת לממוצע,סוג מכשיר,מקור,הכנסה,איזור מגורים,ספק טלויזיה ישראלי,צריכת שירותי מוזיקה,הכנסה_מספרית,ספק טלוויזיה בינלאומי,קבוצת_גיל,נטפליקס
1251,גבר,45,ערבי - מוסלמי,חרדי/ת,לא יודע/ת,בזק בינלאומי,יסודית,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,המשולש,FreeTV,YouTube Music   YouTube Premium,20000,אחר,36-45,FALSE
14,אישה,46,ערבי - נוצרי,חילוני/ת,קו טלפון (ADSL),נטוויזן,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix,46-55,TRUE
58,גבר,46,יהודי,מסורתי/ת,סיב אופטי,אחר,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,(04) צפון,Sting TV,YouTube Music   YouTube Premium,6500,דיסני פלוס,46-55,FALSE
113,אישה,46,יהודי,חילוני/ת,אחר,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(04) צפון,סלקום TV; אחר,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
261,גבר,46,יהודי,מסורתי/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,"mobile, Android",0,27001-32000,(03) מרכז,הוט -Hot; FreeTV,YouTube Music   YouTube Premium,,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,46-55,TRUE
310,אישה,46,יהודי,חילוני/ת,סיב אופטי,לא יודע/ת,אקדמאית תואר שני,32001-36000,,"mobile, Android",0,32001-36000,(04) צפון,הוט -Hot,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
336,אישה,46,יהודי,מסורתי/ת,קו טלפון (ADSL),אקספון 018 (wecom),תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,(03) מרכז,הוט -Hot; עידן פלוס - Idan,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,8500,נטפליקס – Netflix; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,46-55,TRUE
385,גבר,46,יהודי,דתי/ה,סיב אופטי,סלקום,על תיכונית,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,סלקום TV,אף אחד מהם,20000,נטפליקס – Netflix,46-55,TRUE
388,אישה,46,ערבי - מוסלמי,דתי/ה,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר שני,14001-16000,מעט מעל הערך הממוצע,"mobile, iOS",0,14001-16000,הגליל והגולן,אף אחד מהם,אפל מיוזיק - Apple music,15000,נטפליקס – Netflix,46-55,TRUE
416,גבר,46,יהודי,מסורתי/ת,סיב אופטי,אחר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,סלקום TV; Sting TV,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
420,גבר,46,ערבי - מוסלמי,חרדי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,הגליל והגולן,הוט -Hot; יס פלוס - Yes,YouTube Music   YouTube Premium,8500,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
461,אישה,46,יהודי,מסורתי/ת,סיב אופטי,סלקום,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,(03) מרכז,סלקום TV; אחר,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,6500,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
476,אישה,46,יהודי,דתי/ה,סיב אופטי,פרטנר,על תיכונית,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(03) מרכז,פרטנר TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium; דיזר - Deezer,17000,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV,46-55,TRUE
493,אישה,46,יהודי,חילוני/ת,כבלים של הוט,הוט נט,על תיכונית,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(09) שרון,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,10500,נטפליקס – Netflix,46-55,TRUE
499,אישה,46,יהודי,חילוני/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר שני,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(08) דרום,Sting TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix,46-55,TRUE
582,אישה,46,יהודי,דתי/ה,אחר,סלקום,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000,(03) מרכז,סלקום TV,YouTube Music   YouTube Premium,,נטפליקס – Netflix,46-55,TRUE
591,אישה,46,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,desktop,0,14001-16000,(08) דרום,אחר,YouTube Music   YouTube Premium,15000,נטפליקס – Netflix,46-55,TRUE
631,אישה,46,יהודי,חילוני/ת,אחר,בזק בינלאומי,אקדמאית תואר שני,מסרב/ת להשיב,הרבה מעל הממוצע,desktop,0,22001-27000,(03) מרכז,יס פלוס - Yes,לא יודע ת,,נטפליקס – Netflix,46-55,TRUE
679,גבר,46,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, Android",0,18001-22000,(04) צפון,פרטנר TV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
798,גבר,46,יהודי,דתי/ה,לא יודע/ת,גולן טלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(04) צפון,סלקום TV,אף אחד מהם,20000,לא יודע ת,46-55,FALSE
836,גבר,46,ערבי - מוסלמי,חילוני/ת,כבלים של הוט,אקספון 018 (wecom),על יסודית,9001-10000,מעט מתחת לערך הממוצע,"mobile, iOS",0,9001-10000,הדרום,יס - Yes; יס פלוס - Yes; FreeTV,YouTube Music   YouTube Premium,9500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV,46-55,TRUE
865,אישה,46,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(03) מרכז,סלקום TV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,46-55,TRUE
935,גבר,46,יהודי,חילוני/ת,סיב אופטי,אקספון 018 (wecom),אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(03) מרכז,עידן פלוס - Idan; אחר,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,46-55,TRUE
939,גבר,46,יהודי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מעל 36000,,"mobile, iOS",0,מעל 36000,(09) שרון,FreeTV,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
958,גבר,46,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(03) מרכז,פרטנר TV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,46-55,TRUE
10,גבר,47,יהודי,דתי/ה,סיב אופטי,פרטנר,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(08) דרום,פרטנר TV,ספוטיפיי – Spotify,7500,נטפליקס – Netflix,46-55,TRUE
194,גבר,47,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,14001-16000,מעט מעל הערך הממוצע,"mobile, iOS",0,14001-16000,(09) שרון,יס - Yes,YouTube Music   YouTube Premium; אחר,15000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
269,גבר,47,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(09) שרון,Sting TV,אפל מיוזיק - Apple music,10500,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
311,גבר,47,ערבי - נוצרי,חילוני/ת,סיב אופטי,בזק בינלאומי,על יסודית,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,הגליל והגולן,יס - Yes,YouTube Music   YouTube Premium,15000,נטפליקס – Netflix,46-55,TRUE
337,גבר,47,יהודי,דתי/ה,קו טלפון (ADSL),טריפל סי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify,1500,יוטיוב - YouTube - מנוי בתשלום; אחר,46-55,FALSE
384,גבר,47,יהודי,מסורתי/ת,אחר,אחר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,מעט מתחת לערך הממוצע,desktop,0,5001-6000,(02) ירושלים,עידן פלוס - Idan,אף אחד מהם,5500,יוטיוב - YouTube - מנוי בתשלום; אחר,46-55,FALSE
387,אישה,47,יהודי,דתי/ה,קו טלפון (ADSL),לא יודע/ת,אקדמאית תואר שני,14001-16000,מעט מעל הערך הממוצע,desktop,0,14001-16000,(08) דרום,אף אחד מהם,אף אחד מהם,15000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
409,גבר,47,יהודי,מסורתי/ת,סיב אופטי,סלקום,על תיכונית,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(04) צפון,סלקום TV; FreeTV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,46-55,TRUE
412,אישה,47,יהודי,מסורתי/ת,סיב אופטי,פרטנר,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(02) ירושלים,אף אחד מהם,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
554,גבר,47,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000,(08) דרום,FreeTV,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
572,גבר,47,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,מעט מתחת לערך הממוצע,"mobile, iOS",0,10001-11000,(08) דרום,אף אחד מהם,ספוטיפיי – Spotify,10500,דיסני פלוס,46-55,FALSE
619,אישה,47,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר שני,16001-18000,מעט מעל הערך הממוצע,desktop,0,16001-18000,(08) דרום,סלקום TV,אף אחד מהם,17000,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
630,אישה,47,יהודי,מסורתי/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(09) שרון,יס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
647,גבר,47,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,32001-36000,,"mobile, iOS",0,32001-36000,(09) שרון,יס - Yes; יס פלוס - Yes,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,,נטפליקס – Netflix,46-55,TRUE
667,גבר,47,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר שני,10001-11000,מעט מתחת לערך הממוצע,desktop,0,10001-11000,(04) צפון,FreeTV,YouTube Music   YouTube Premium,10500,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
680,גבר,47,יהודי,חרדי/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,17000,יוטיוב - YouTube - מנוי בתשלום; אחר,46-55,FALSE
684,אישה,47,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(04) צפון,FreeTV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix,46-55,TRUE
736,אישה,47,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(08) דרום,סלקום TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix,46-55,TRUE
783,גבר,47,יהודי,דתי/ה,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,מעט מעל הערך הממוצע,"mobile, iOS",0,13001-14000,(03) מרכז,עידן פלוס - Idan,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,13500,יוטיוב - YouTube - מנוי בתשלום; אחר,46-55,FALSE
828,אישה,47,יהודי,חילוני/ת,כבלים של הוט,הוט נט,על תיכונית,9001-10000,מעט מתחת לערך הממוצע,"mobile, iOS",0,9001-10000,(02) ירושלים,הוט -Hot,YouTube Music   YouTube Premium,9500,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,46-55,TRUE
929,אישה,47,יהודי,חילוני/ת,לא יודע/ת,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,11001-12000,מעט מתחת לערך הממוצע,"mobile, Android",0,11001-12000,(03) מרכז,סלקום TV,YouTube Music   YouTube Premium,11500,נטפליקס – Netflix,46-55,TRUE
933,אישה,47,יהודי,דתי/ה,סיב אופטי,לא יודע/ת,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(03) מרכז,אף אחד מהם,YouTube Music   YouTube Premium,,נטפליקס – Netflix,46-55,TRUE
936,גבר,47,יהודי,חילוני/ת,סיב אופטי,אחר,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(04) צפון,יס - Yes; יס פלוס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,46-55,TRUE
943,גבר,47,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,מעט מתחת לערך הממוצע,desktop,0,8001-9000,(08) דרום,אף אחד מהם,ספוטיפיי – Spotify,8500,נטפליקס – Netflix,46-55,TRUE
946,אישה,47,יהודי,חילוני/ת,סיב אופטי,לא יודע/ת,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(04) צפון,יס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
969,גבר,47,יהודי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,32001-36000,,desktop,0,32001-36000,(03) מרכז,יס פלוס - Yes,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,,נטפליקס – Netflix,46-55,TRUE
1136,אישה,47,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר שני,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(09) שרון,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix,46-55,TRUE
64,אישה,48,דרוזי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,6001-7000,מעט מתחת לערך הממוצע,desktop,0,6001-7000,הגליל והגולן,לא יודע ת,אחר,6500,לא יודע ת,46-55,FALSE
